Sample,Sample_source_name,OGT,OGA
GSM329407,leukemia class: mature B-ALL with t(8;14),-0.16702049069483288,-1.9331531631213215
GSM329408,leukemia class: mature B-ALL with t(8;14),-0.6804999060148862,-1.7567485535564078
GSM329409,leukemia class: mature B-ALL with t(8;14),-0.14354100831498612,0.8403676777830558
GSM329410,leukemia class: mature B-ALL with t(8;14),-1.3771918973457926,-2.3138870112881897
GSM329411,leukemia class: mature B-ALL with t(8;14),-1.6671579123759368,-1.897738484269906
GSM329412,leukemia class: mature B-ALL with t(8;14),-0.8852442553047329,-1.8503235444103892
GSM329413,leukemia class: mature B-ALL with t(8;14),-0.8248649009359799,0.5368486997137145
GSM329414,leukemia class: mature B-ALL with t(8;14),-0.266688402571924,-0.9827245331292174
GSM329415,leukemia class: mature B-ALL with t(8;14),-0.1868343854949356,0.6598299183003524
GSM329416,leukemia class: mature B-ALL with t(8;14),-2.3842415856528314,-0.9820853113493141
GSM329417,leukemia class: mature B-ALL with t(8;14),-0.946495805687456,-1.0419506832063796
GSM329418,leukemia class: mature B-ALL with t(8;14),0.4635294960342536,-0.14422181170192994
GSM329419,leukemia class: mature B-ALL with t(8;14),-0.7153020668343603,1.2350827575931302
GSM329420,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.30329125417942393,0.10111337632414462
GSM329421,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.9338122096060393,0.2647614012627622
GSM329422,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.8262228391287154,-0.3848273900400795
GSM329423,leukemia class: Pro-B-ALL with t(11q23)/MLL,2.624341606421037,0.7938867894338282
GSM329424,leukemia class: Pro-B-ALL with t(11q23)/MLL,2.540406320382422,0.7408140140839643
GSM329425,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.003917004250334034,-0.11694166437275079
GSM329426,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.006017654854089705,-1.0851904594278736
GSM329427,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.5163283913469301,-0.8891260386831829
GSM329428,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.3592351585573064,-1.2316972442315044
GSM329429,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.6800248323069509,-1.1430123766478437
GSM329430,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.22016697750386227,-0.1252902030542737
GSM329431,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.5437911214853286,-0.15970996707905838
GSM329432,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.6810149808660015,1.133942468198232
GSM329433,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.0028594220801975005,-1.1329407206075641
GSM329434,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.5649146244651517,0.9209353449603476
GSM329435,leukemia class: Pro-B-ALL with t(11q23)/MLL,-1.2091969613976552,-0.7501354828773711
GSM329436,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.5613354454369469,-0.8368877448817963
GSM329437,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.3340656209895236,-1.435369382408753
GSM329438,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.6406093325357176,-1.3170134509970735
GSM329439,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.3597151331871997,1.2783984578268555
GSM329440,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.4568151258896951,0.7363691960959633
GSM329441,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.9550470392471182,1.280166417805337
GSM329442,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.6300329379747862,0.010638078174536304
GSM329443,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.34710998245971003,-0.5205756328046949
GSM329444,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.8129150906620054,0.8933450553415881
GSM329445,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.3246160061093057,-0.46172755875709987
GSM329446,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.044343709752187016,0.19843935650050248
GSM329447,leukemia class: Pro-B-ALL with t(11q23)/MLL,-1.5193174846881823,0.08167363162385692
GSM329448,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.5696822317327783,-0.8388324800520239
GSM329449,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.6047479540374171,-1.838350050266793
GSM329450,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.0437181639880801,-0.5070658272241703
GSM329451,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.9728088167597408,0.16048573852793704
GSM329452,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.3128498095332257,-1.0898057377739145
GSM329453,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.7960192275722634,0.1356658577124247
GSM329454,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.3722264409606536,-0.97773209495203
GSM329455,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.4729178305036658,-1.6577869438446227
GSM329456,leukemia class: Pro-B-ALL with t(11q23)/MLL,2.7012406321853084,-0.5393792036361452
GSM329457,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.952953022497699,-0.7789082524847095
GSM329458,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.648002028350211,-0.6554387001418968
GSM329459,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.6980686729170004,-0.7174190558160396
GSM329460,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.4100632878715893,-0.4853350900555647
GSM329461,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.061472831088573,-0.04698307478597346
GSM329462,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.09841378459703065,-1.6791536363251562
GSM329463,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.32228286614067675,-1.128171699786947
GSM329464,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.08811004200164867,-0.9056833209587074
GSM329465,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.3967343506675426,0.1937436899563172
GSM329466,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.412453493273227,0.26730053749432775
GSM329467,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.5833666888440682,-1.9219592589254355
GSM329468,leukemia class: Pro-B-ALL with t(11q23)/MLL,-0.06925116354979244,-0.788654234664635
GSM329469,leukemia class: Pro-B-ALL with t(11q23)/MLL,0.4615845467620786,0.1663519306789665
GSM329470,leukemia class: Pro-B-ALL with t(11q23)/MLL,1.070994769301725,-1.1391263301883234
